"state","county_name","year","total_jail_pop","black_jail_pop","PercentofJailPop_Black"
"NE","Holt County",2018,9,0,0
"NE","Hooker County",2018,NA,NA,NA
"NE","Howard County",2018,NA,NA,NA
"NE","Jefferson County",2018,13,2.62,20.1538461538462
"NE","Johnson County",2018,2.82,0,0
"NE","Kearney County",2018,3,0,0
"NE","Keith County",2018,8.09,0.74,9.14709517923362
"NE","Keya Paha County",2018,0.2,0,0
"NE","Kimball County",2018,10,0,0
"NE","Knox County",2018,4,1.29,32.25
"NE","Lancaster County",2018,581,179,30.8089500860585
"NE","Lincoln County",2018,105.93,4.9,4.62569621448126
"NE","Logan County",2018,2.07,0.1,4.83091787439614
"NE","Loup County",2018,0.35,0,0
"NE","McPherson County",2018,NA,NA,NA
"NE","Madison County",2018,94,4,4.25531914893617
"NE","Merrick County",2018,6.89,0,0
"NE","Morrill County",2018,5,0,0
"NE","Nance County",2018,3.11,0,0
"NE","Nemaha County",2018,7,1,14.2857142857143
"NE","Nuckolls County",2018,NA,NA,NA
"NE","Otoe County",2018,18,1,5.55555555555556
"NE","Pawnee County",2018,1.18,0,0
"NE","Perkins County",2018,2.91,0.26,8.93470790378007
"NE","Phelps County",2018,32,1,3.125
"NE","Pierce County",2018,4.84,0.27,5.57851239669422
"NE","Platte County",2018,60.98,4.52,7.41226631682519
"NE","Polk County",2018,3,0,0
"NE","Red Willow County",2018,NA,NA,NA
"NE","Richardson County",2018,8,0,0
"NE","Rock County",2018,4,0,0
"NE","Saline County",2018,77,5,6.49350649350649
"NE","Sarpy County",2018,141,39,27.6595744680851
"NE","Saunders County",2018,119,6,5.04201680672269
"NE","Scotts Bluff County",2018,157.98,2.94,1.86099506266616
"NE","Seward County",2018,19,1,5.26315789473684
"NE","Sheridan County",2018,15,0,0
"NE","Sherman County",2018,1.63,0,0
"NE","Sioux County",2018,NA,NA,NA
"NE","Stanton County",2018,4.16,0.23,5.52884615384615
"NE","Thayer County",2018,4,1.33,33.25
"NE","Thomas County",2018,NA,NA,NA
"NE","Thurston County",2018,13,0,0
"NE","Valley County",2018,2.25,0,0
"NE","Washington County",2018,10.87,1.55,14.2594296228151
"NE","Wayne County",2018,NA,NA,NA
"NE","Webster County",2018,5,0.43,8.6
"NE","Wheeler County",2018,0.44,0,0
"NE","York County",2018,23,1.13,4.91304347826087
"NV","Churchill County",2018,48,2.88,6
"NV","Clark County",2018,5599,2016,36.0064297195928
"NV","Douglas County",2018,55,3,5.45454545454545
"NV","Elko County",2018,177,4,2.25988700564972
"NV","Esmeralda County",2018,20,0.67,3.35
"NV","Eureka County",2018,4,0.83,20.75
"NV","Humboldt County",2018,53,1,1.88679245283019
"NV","Lander County",2018,10,0,0
"NV","Lincoln County",2018,96,46,47.9166666666667
"NV","Lyon County",2018,71,1,1.40845070422535
"NV","Mineral County",2018,21,6,28.5714285714286
"NV","Nye County",2018,173,17,9.82658959537572
"NV","Pershing County",2018,14,1.6,11.4285714285714
"NV","Storey County",2018,7,0,0
"NV","Washoe County",2018,1114,188,16.8761220825853
"NV","White Pine County",2018,22,0,0
"NV","Carson City",2018,178,15,8.42696629213483
"NH","Belknap County",2018,110,1,0.909090909090909
"NH","Carroll County",2018,56,1,1.78571428571429
"NH","Cheshire County",2018,158,13,8.22784810126582
"NH","Coos County",2018,38,2,5.26315789473684
"NH","Grafton County",2018,122,2,1.63934426229508
"NH","Hillsborough County",2018,417,51,12.2302158273381
"NH","Merrimack County",2018,167,12,7.18562874251497
"NH","Rockingham County",2018,189,13,6.87830687830688
"NH","Strafford County",2018,380,58,15.2631578947368
"NH","Sullivan County",2018,82,1,1.21951219512195
"NJ","Atlantic County",2018,606,300,49.5049504950495
"NJ","Bergen County",2018,865,240,27.7456647398844
"NJ","Burlington County",2018,526,275,52.2813688212928
"NJ","Camden County",2018,1006,497,49.403578528827
"NJ","Cape May County",2018,196,43,21.9387755102041
"NJ","Cumberland County",2018,389,166,42.6735218508997
"NJ","Essex County",2018,2097,1249,59.5612780162136
"NJ","Gloucester County",2018,358,129,36.0335195530726
"NJ","Hudson County",2018,1220,503,41.2295081967213
"NJ","Hunterdon County",2018,79,20,25.3164556962025
"NJ","Mercer County",2018,478,304,63.5983263598326
"NJ","Middlesex County",2018,670,244,36.4179104477612
"NJ","Monmouth County",2018,567,227,40.0352733686067
"NJ","Morris County",2018,219,77,35.1598173515982
"NJ","Ocean County",2018,436,116,26.605504587156
"NJ","Passaic County",2018,687,287,41.7758369723435
"NJ","Salem County",2018,342,124,36.2573099415205
"NJ","Somerset County",2018,216,71,32.8703703703704
"NJ","Sussex County",2018,154,19,12.3376623376623
"NJ","Union County",2018,500,181,36.2
"NJ","Warren County",2018,80,14,17.5
"NM","Bernalillo County",2018,1218,115,9.44170771756979
"NM","Catron County",2018,5,0,0
"NM","Chaves County",2018,275,10,3.63636363636364
"NM","Cibola County",2018,NA,NA,NA
"NM","Colfax County",2018,49,11.27,23
"NM","Curry County",2018,236,29,12.2881355932203
"NM","De Baca County",2018,10,2.33,23.3
"NM","Dona Ana County",2018,696,35,5.02873563218391
"NM","Eddy County",2018,268,10.58,3.94776119402985
"NM","Grant County",2018,73,2,2.73972602739726
"NM","Guadalupe County",2018,592,56.1,9.47635135135135
"NM","Harding County",2018,NA,NA,NA
"NM","Hidalgo County",2018,33,3,9.09090909090909
"NM","Lea County",2018,411,38,9.24574209245742
"NM","Lincoln County",2018,135,7,5.18518518518519
"NM","Los Alamos County",2018,23,2,8.69565217391304
"NM","Luna County",2018,327,9,2.75229357798165
"NM","McKinley County",2018,156,2,1.28205128205128
"NM","Mora County",2018,14.69,0.07,0.476514635806671
"NM","Otero County",2018,262,19,7.25190839694656
"NM","Quay County",2018,39,2,5.12820512820513
"NM","Rio Arriba County",2018,96,1,1.04166666666667
"NM","Roosevelt County",2018,96,3,3.125
"NM","Sandoval County",2018,410,15,3.65853658536585
"NM","San Juan County",2018,607,14,2.30642504118616
"NM","San Miguel County",2018,100.31,0.49,0.488485694347523
"NM","Santa Fe County",2018,401,11,2.7431421446384
"NM","Sierra County",2018,53,3,5.66037735849057
"NM","Socorro County",2018,48,2,4.16666666666667
"NM","Taos County",2018,81,0,0
"NM","Torrance County",2018,701,29,4.13694721825963
"NM","Union County",2018,13,0,0
"NM","Valencia County",2018,186,2,1.0752688172043
"NY","Albany County",2018,598,270,45.1505016722408
"NY","Allegany County",2018,129,26,20.1550387596899
"NY","Broome County",2018,483,171,35.4037267080745
"NY","Cattaraugus County",2018,129,25,19.3798449612403
"NY","Cayuga County",2018,191,15,7.85340314136126
"NY","Chautauqua County",2018,273,50,18.3150183150183
"NY","Chemung County",2018,198,103,52.020202020202
"NY","Chenango County",2018,118,24,20.3389830508475
"NY","Clinton County",2018,205,18,8.78048780487805
"NY","Columbia County",2018,105,39,37.1428571428571
"NY","Cortland County",2018,73,19,26.027397260274
"NY","Delaware County",2018,80,3,3.75
"NY","Dutchess County",2018,367,138,37.6021798365123
"NY","Erie County",2018,1301,795,61.1068408916218
"NY","Essex County",2018,85,12,14.1176470588235
"NY","Franklin County",2018,121,9,7.43801652892562
"NY","Fulton County",2018,111,15,13.5135135135135
"NY","Genesee County",2018,70,11,15.7142857142857
"NY","Greene County",2018,46,9,19.5652173913043
"NY","Hamilton County",2018,4,0,0
"NY","Herkimer County",2018,26,1.53,5.88461538461539
"NY","Jefferson County",2018,135,35,25.9259259259259
"NY","Lewis County",2018,34,1,2.94117647058824
"NY","Livingston County",2018,129,25,19.3798449612403
"NY","Madison County",2018,95,18,18.9473684210526
"NY","Monroe County",2018,1191,612,51.3853904282116
"NY","Montgomery County",2018,114,25,21.9298245614035
"NY","Nassau County",2018,1192,963,80.7885906040269
"NY","New York County",2018,8223,4327,52.6206980420771
"NY","Niagara County",2018,407,158,38.8206388206388
"NY","Oneida County",2018,420,169.32,40.3142857142857
"NY","Onondaga County",2018,1020,452,44.3137254901961
"NY","Ontario County",2018,222,37,16.6666666666667
"NY","Orange County",2018,712,273,38.3426966292135
"NY","Orleans County",2018,64,16,25
"NY","Oswego County",2018,153,7,4.57516339869281
"NY","Otsego County",2018,70,8,11.4285714285714
"NY","Putnam County",2018,116,20,17.2413793103448
"NY","Rensselaer County",2018,281,99,35.2313167259786
"NY","Rockland County",2018,241,89,36.9294605809129
"NY","St. Lawrence County",2018,162,14,8.64197530864197
"NY","Saratoga County",2018,179,18,10.0558659217877
"NY","Schenectady County",2018,330,162,49.0909090909091
"NY","Schoharie County",2018,52,4,7.69230769230769
"NY","Schuyler County",2018,25,2,8
"NY","Seneca County",2018,84,17,20.2380952380952
"NY","Steuben County",2018,180,21,11.6666666666667
"NY","Suffolk County",2018,1565,819,52.332268370607
"NY","Sullivan County",2018,178,53,29.7752808988764
"NY","Tioga County",2018,75,4,5.33333333333333
"NY","Tompkins County",2018,70,1,1.42857142857143
"NY","Ulster County",2018,341,124,36.3636363636364
"NY","Warren County",2018,114,19,16.6666666666667
"NY","Washington County",2018,115,10,8.69565217391304
"NY","Wayne County",2018,108,39,36.1111111111111
"NY","Westchester County",2018,1031,94,9.11736178467507
"NY","Wyoming County",2018,61,1,1.63934426229508
"NY","Yates County",2018,51,5,9.80392156862745
"NC","Alamance County",2018,440,0,0
"NC","Alexander County",2018,77,19,24.6753246753247
"NC","Alleghany County",2018,27,6,22.2222222222222
"NC","Anson County",2018,46,31,67.3913043478261
"NC","Ashe County",2018,160,29,18.125
"NC","Avery County",2018,36,1,2.77777777777778
"NC","Beaufort County",2018,87,37,42.5287356321839
"NC","Bertie County",2018,39.59,26.08,65.8752210154079
"NC","Bladen County",2018,74,45,60.8108108108108
"NC","Brunswick County",2018,302,106,35.0993377483444
"NC","Buncombe County",2018,522,132,25.2873563218391
"NC","Burke County",2018,217,33,15.2073732718894
"NC","Cabarrus County",2018,371,148,39.8921832884097
"NC","Caldwell County",2018,178,40,22.4719101123595
"NC","Camden County",2018,33.4,23.19,69.4311377245509
"NC","Carteret County",2018,148,32,21.6216216216216
"NC","Caswell County",2018,3,24,800
"NC","Catawba County",2018,272,91,33.4558823529412
"NC","Chatham County",2018,64,22,34.375
"NC","Cherokee County",2018,131,13,9.9236641221374
"NC","Chowan County",2018,23,15,65.2173913043478
"NC","Clay County",2018,29,2,6.89655172413793
"NC","Cleveland County",2018,269,129,47.9553903345725
"NC","Columbus County",2018,151,90,59.6026490066225
"NC","Craven County",2018,284,139,48.943661971831
"NC","Cumberland County",2018,761,496,65.1773981603154
"NC","Currituck County",2018,31,4,12.9032258064516
"NC","Dare County",2018,85,12,14.1176470588235
"NC","Davidson County",2018,258,80,31.0077519379845
"NC","Davie County",2018,45,10,22.2222222222222
"NC","Duplin County",2018,139,56,40.2877697841727
"NC","Durham County",2018,497,345,69.4164989939638
"NC","Edgecombe County",2018,211,147,69.6682464454976
"NC","Forsyth County",2018,767,481,62.7118644067797
"NC","Franklin County",2018,176,94,53.4090909090909
"NC","Gaston County",2018,488,197,40.3688524590164
"NC","Gates County",2018,NA,NA,NA
"NC","Graham County",2018,7,0,0
"NC","Granville County",2018,93,65,69.8924731182796
"NC","Greene County",2018,74,42,56.7567567567568
"NC","Guilford County",2018,903,635,70.3211517165006
"NC","Halifax County",2018,102,71,69.6078431372549
"NC","Harnett County",2018,207,83,40.0966183574879
"NC","Haywood County",2018,114,5,4.3859649122807
"NC","Henderson County",2018,207,15,7.2463768115942
"NC","Hertford County",2018,87,66,75.8620689655172
"NC","Hoke County",2018,163,97,59.5092024539877
"NC","Hyde County",2018,9.9,5.61,56.6666666666667
"NC","Iredell County",2018,285,104,36.4912280701754
"NC","Jackson County",2018,55,5,9.09090909090909
"NC","Johnston County",2018,180,87,48.3333333333333
"NC","Jones County",2018,27,5,18.5185185185185
"NC","Lee County",2018,95,54,56.8421052631579
"NC","Lenoir County",2018,215,159,73.953488372093
"NC","Lincoln County",2018,139,23,16.5467625899281
"NC","McDowell County",2018,114.1,10.65,9.33391761612621
"NC","Macon County",2018,42,2.63,6.26190476190476
"NC","Madison County",2018,76,31,40.7894736842105
"NC","Martin County",2018,45.41,29.92,65.8885707993834
"NC","Mecklenburg County",2018,1561,1065,68.2254964766176
"NC","Mitchell County",2018,35.9,3.35,9.33147632311978
"NC","Montgomery County",2018,73,54,73.972602739726
"NC","Moore County",2018,126,33,26.1904761904762
"NC","Nash County",2018,216,183,84.7222222222222
"NC","New Hanover County",2018,560,326,58.2142857142857
"NC","Northampton County",2018,56,47,83.9285714285714
"NC","Onslow County",2018,312,127,40.7051282051282
"NC","Orange County",2018,130,82,63.0769230769231
"NC","Pamlico County",2018,102,46,45.0980392156863
"NC","Pasquotank County",2018,122.42,85,69.4330991668028
"NC","Pender County",2018,64,17,26.5625
"NC","Perquimans County",2018,37.18,25.82,69.4459386767079
"NC","Person County",2018,138,76,55.0724637681159
"NC","Pitt County",2018,474,378,79.746835443038
"NC","Polk County",2018,28,4.18,14.9285714285714
"NC","Randolph County",2018,293,51,17.4061433447099
"NC","Richmond County",2018,100,64,64
"NC","Robeson County",2018,384,125,32.5520833333333
"NC","Rockingham County",2018,163,58,35.5828220858896
"NC","Rowan County",2018,284,114,40.1408450704225
"NC","Rutherford County",2018,203,25,12.3152709359606
"NC","Sampson County",2018,214,116,54.2056074766355
"NC","Scotland County",2018,105,67,63.8095238095238
"NC","Stanly County",2018,78,30,38.4615384615385
"NC","Stokes County",2018,93,9,9.67741935483871
"NC","Surry County",2018,125,10,8
"NC","Swain County",2018,105,1,0.952380952380952
"NC","Transylvania County",2018,69,13,18.8405797101449
"NC","Tyrrell County",2018,6,5,83.3333333333333
"NC","Union County",2018,230,125,54.3478260869565
"NC","Vance County",2018,156,123,78.8461538461538
"NC","Wake County",2018,1214,806,66.3920922570017
"NC","Warren County",2018,29,28,96.551724137931
"NC","Washington County",2018,20.1,11.39,56.6666666666667
"NC","Watauga County",2018,77,2,2.5974025974026
"NC","Wayne County",2018,214,120,56.0747663551402
"NC","Wilkes County",2018,119,14,11.7647058823529
"NC","Wilson County",2018,200,182,91
"NC","Yadkin County",2018,33,6,18.1818181818182
"NC","Yancey County",2018,31,2.73,8.80645161290323
"ND","Adams County",2018,1,0,0
"ND","Barnes County",2018,21,2,9.52380952380952
"ND","Benson County",2018,19.89,0.26,1.30718954248366
"ND","Billings County",2018,1.28,0.1,7.8125
"ND","Bottineau County",2018,3.6,0,0
"ND","Bowman County",2018,4.13,0.32,7.74818401937046
"ND","Burke County",2018,NA,NA,NA
"ND","Burleigh County",2018,273.73,33,12.0556753004786
"ND","Cass County",2018,279,50,17.921146953405
"ND","Cavalier County",2018,1,0,0
"ND","Dickey County",2018,NA,NA,NA
"ND","Divide County",2018,6.13,0.31,5.05709624796085
"ND","Dunn County",2018,6.38,0.5,7.83699059561129
"ND","Eddy County",2018,6.84,0.09,1.31578947368421
"ND","Emmons County",2018,8.27,1,12.0918984280532
"ND","Foster County",2018,NA,NA,NA
"ND","Golden Valley County",2018,2.4,0.19,7.91666666666667
"ND","Grand Forks County",2018,205,27,13.1707317073171
"ND","Grant County",2018,3.13,0,0
"ND","Griggs County",2018,NA,NA,NA
"ND","Hettinger County",2018,3.29,0.26,7.90273556231003
"ND","Kidder County",2018,NA,NA,NA
"ND","LaMoure County",2018,NA,NA,NA
"ND","Logan County",2018,NA,NA,NA
"ND","McHenry County",2018,42.57,6.03,14.1649048625793
"ND","McIntosh County",2018,NA,NA,NA
"ND","McKenzie County",2018,5,0,0
"ND","McLean County",2018,25,1,4
"ND","Mercer County",2018,12.87,0,0
"ND","Morton County",2018,50,1,2
"ND","Mountrail County",2018,3,0,0
"ND","Nelson County",2018,8.4,0.11,1.30952380952381
"ND","Oliver County",2018,NA,NA,NA
"ND","Pembina County",2018,8,0,0
"ND","Pierce County",2018,28.85,4.09,14.1767764298094
"ND","Ramsey County",2018,35.42,0.46,1.2987012987013
"ND","Ransom County",2018,NA,NA,NA
"ND","Renville County",2018,1.4,0,0
"ND","Richland County",2018,14,1,7.14285714285714
"ND","Rolette County",2018,15,0,0
"ND","Sargent County",2018,NA,NA,NA
"ND","Sheridan County",2018,NA,NA,NA
"ND","Sioux County",2018,6.87,0.4,5.82241630276565
"ND","Slope County",2018,1.06,0.08,7.54716981132075
"ND","Stark County",2018,45.45,3.55,7.81078107810781
"ND","Steele County",2018,NA,NA,NA
"ND","Stutsman County",2018,69,5,7.2463768115942
"ND","Towner County",2018,15.47,2.19,14.1564318034906
"ND","Traill County",2018,3,0,0
"ND","Walsh County",2018,20,4.2,21
"ND","Ward County",2018,118,12,10.1694915254237
"ND","Wells County",2018,26.57,3.77,14.1889348889725
"ND","Williams County",2018,111.87,5.69,5.08626083847323
"OH","Adams County",2018,59,1,1.69491525423729
"OH","Allen County",2018,226,115,50.8849557522124
"OH","Ashland County",2018,100,4,4
"OH","Ashtabula County",2018,141,25,17.7304964539007
"OH","Athens County",2018,103.84,4.57,4.40100154083205
"OH","Auglaize County",2018,60,3,5
"OH","Belmont County",2018,104,13,12.5
"OH","Brown County",2018,75,5,6.66666666666667
"OH","Butler County",2018,1049,284,27.0734032411821
"OH","Carroll County",2018,21,0.56,2.66666666666667
"OH","Champaign County",2018,46.22,1.32,2.85590653396798
"OH","Clark County",2018,228,161,70.6140350877193
"OH","Clermont County",2018,369,20,5.42005420054201
"OH","Clinton County",2018,72,8,11.1111111111111
"OH","Columbiana County",2018,129,27,20.9302325581395
"OH","Coshocton County",2018,67,4,5.97014925373134
"OH","Crawford County",2018,114,5,4.3859649122807
"OH","Cuyahoga County",2018,2620,1915.4,73.1068702290076
"OH","Darke County",2018,39,1.68,4.30769230769231
"OH","Defiance County",2018,164.87,59.81,36.2770667798872
"OH","Delaware County",2018,241,45,18.6721991701245
"OH","Erie County",2018,123,60,48.780487804878
"OH","Fairfield County",2018,267,57,21.3483146067416
"OH","Fayette County",2018,60,5,8.33333333333333
"OH","Franklin County",2018,2213,1136,51.333032083145
"OH","Fulton County",2018,183.27,66.48,36.2743493206744
"OH","Gallia County",2018,13,9,69.2307692307692
"OH","Geauga County",2018,156,4,2.56410256410256
"OH","Greene County",2018,303,56,18.4818481848185
"OH","Guernsey County",2018,76,8,10.5263157894737
"OH","Hamilton County",2018,1637,904,55.222968845449
"OH","Hancock County",2018,93,16,17.2043010752688
"OH","Hardin County",2018,65.02,7.48,11.5041525684405
"OH","Harrison County",2018,8,1,12.5
"OH","Henry County",2018,116.33,42.2,36.2761110633543
"OH","Highland County",2018,67,1,1.49253731343284
"OH","Hocking County",2018,37.71,1.66,4.40201538053567
"OH","Holmes County",2018,38,0,0
"OH","Huron County",2018,104,7,6.73076923076923
"OH","Jackson County",2018,50,3,6
"OH","Jefferson County",2018,95,48,50.5263157894737
"OH","Knox County",2018,58,5.85,10.0862068965517
"OH","Lake County",2018,333,82,24.6246246246246
"OH","Lawrence County",2018,65,5,7.69230769230769
"OH","Licking County",2018,268,25,9.32835820895522
"OH","Logan County",2018,73,9,12.3287671232877
"OH","Lorain County",2018,418,116,27.7511961722488
"OH","Lucas County",2018,428,265,61.9158878504673
"OH","Madison County",2018,56.14,1.6,2.85001781261133
"OH","Mahoning County",2018,523,261,49.9043977055449
"OH","Marion County",2018,134.98,15.52,11.4979997036598
"OH","Medina County",2018,206,26,12.621359223301
"OH","Meigs County",2018,28.01,1.11,3.96287040342735
"OH","Mercer County",2018,55,2,3.63636363636364
"OH","Miami County",2018,187,30,16.0427807486631
"OH","Monroe County",2018,NA,0,NA
"OH","Montgomery County",2018,811,346,42.6633785450062
"OH","Morgan County",2018,18.95,0.83,4.37994722955145
"OH","Morrow County",2018,86,2,2.32558139534884
"OH","Muskingum County",2018,249,39,15.6626506024096
"OH","Noble County",2018,20,2,10
"OH","Ottawa County",2018,89,5,5.61797752808989
"OH","Paulding County",2018,25,3.47,13.88
"OH","Perry County",2018,48.66,2.14,4.39786272092068
"OH","Pickaway County",2018,125,7,5.6
"OH","Pike County",2018,44,5.1,11.5909090909091
"OH","Portage County",2018,234,37,15.8119658119658
"OH","Preble County",2018,65,14,21.5384615384615
"OH","Putnam County",2018,53,3,5.66037735849057
"OH","Richland County",2018,241,82,34.0248962655602
"OH","Ross County",2018,162,27,16.6666666666667
"OH","Sandusky County",2018,73,24,32.8767123287671
"OH","Scioto County",2018,120,13.9,11.5833333333333
"OH","Seneca County",2018,154,33,21.4285714285714
"OH","Shelby County",2018,100,20,20
"OH","Stark County",2018,433,167,38.568129330254
"OH","Summit County",2018,710,312,43.943661971831
"OH","Trumbull County",2018,335,88,26.2686567164179
"OH","Tuscarawas County",2018,102,38,37.2549019607843
"OH","Union County",2018,72.64,2.08,2.86343612334802
"OH","Van Wert County",2018,NA,NA,NA
"OH","Vinton County",2018,17.85,0.79,4.42577030812325
"OH","Warren County",2018,283,28,9.89399293286219
"OH","Washington County",2018,72.99,2.89,3.95944649952048
"OH","Wayne County",2018,112,15,13.3928571428571
"OH","Williams County",2018,158.53,57.51,36.2770453541916
"OH","Wood County",2018,138,25,18.1159420289855
"OH","Wyandot County",2018,21,1,4.76190476190476
"OK","Adair County",2018,59,7.58,12.8474576271186
"OK","Alfalfa County",2018,8,1.33,16.625
"OK","Atoka County",2018,57,5,8.7719298245614
"OK","Beaver County",2018,26,0,0
"OK","Beckham County",2018,112,12,10.7142857142857
"OK","Blaine County",2018,38,4,10.5263157894737
"OK","Bryan County",2018,127,10,7.8740157480315
"OK","Caddo County",2018,118,30,25.4237288135593
"OK","Canadian County",2018,188,18,9.57446808510638
"OK","Carter County",2018,192,36,18.75
"OK","Cherokee County",2018,114,3,2.63157894736842
"OK","Choctaw County",2018,37,4,10.8108108108108
"OK","Cimarron County",2018,6,0,0
"OK","Cleveland County",2018,453,195,43.046357615894
"OK","Coal County",2018,15,1,6.66666666666667
"OK","Comanche County",2018,388,135,34.7938144329897
"OK","Cotton County",2018,45,4,8.88888888888889
"OK","Craig County",2018,73,13,17.8082191780822
"OK","Creek County",2018,289,23,7.95847750865052
"OK","Custer County",2018,150,43,28.6666666666667
"OK","Delaware County",2018,89,1,1.12359550561798
"OK","Dewey County",2018,42,2.4,5.71428571428571
"OK","Ellis County",2018,8,0.71,8.875
"OK","Garfield County",2018,266,60,22.5563909774436
"OK","Garvin County",2018,82,26,31.7073170731707
"OK","Grady County",2018,450,160,35.5555555555556
"OK","Grant County",2018,25,2,8
"OK","Greer County",2018,32,5,15.625
"OK","Harmon County",2018,15,5,33.3333333333333
"OK","Harper County",2018,7,0,0
"OK","Haskell County",2018,62,2,3.2258064516129
"OK","Hughes County",2018,23,4,17.3913043478261
"OK","Jackson County",2018,143,28,19.5804195804196
"OK","Jefferson County",2018,23,2,8.69565217391304
"OK","Johnston County",2018,41,3,7.31707317073171
"OK","Kay County",2018,199,25.29,12.7085427135678
"OK","Kingfisher County",2018,38,3,7.89473684210526
"OK","Kiowa County",2018,30,9,30
"OK","Latimer County",2018,26,1,3.84615384615385
"OK","Le Flore County",2018,180,125,69.4444444444444
"OK","Lincoln County",2018,95,9,9.47368421052632
"OK","Logan County",2018,154,30,19.4805194805195
"OK","Love County",2018,57,2,3.50877192982456
"OK","McClain County",2018,65,1,1.53846153846154
"OK","McCurtain County",2018,131,16,12.2137404580153
"OK","McIntosh County",2018,41,9,21.9512195121951
"OK","Major County",2018,12,3.45,28.75
"OK","Marshall County",2018,55,5,9.09090909090909
"OK","Mayes County",2018,119,2.91,2.4453781512605
"OK","Murray County",2018,36,3,8.33333333333333
"OK","Muskogee County",2018,314,121.81,38.7929936305732
"OK","Noble County",2018,31,1,3.2258064516129
"OK","Nowata County",2018,64,11,17.1875
"OK","Okfuskee County",2018,34,5,14.7058823529412
"OK","Oklahoma County",2018,1928,758,39.3153526970954
"OK","Okmulgee County",2018,291,55,18.9003436426117
"OK","Osage County",2018,85,10,11.7647058823529
"OK","Ottawa County",2018,135,4,2.96296296296296
"OK","Pawnee County",2018,56,3,5.35714285714286
"OK","Payne County",2018,187,80,42.7807486631016
"OK","Pittsburg County",2018,90,11,12.2222222222222
"OK","Pontotoc County",2018,179,7,3.91061452513966
"OK","Pottawatomie County",2018,372,48,12.9032258064516
"OK","Pushmataha County",2018,63,1,1.58730158730159
"OK","Roger Mills County",2018,25,2,8
"OK","Rogers County",2018,179,9,5.02793296089385
"OK","Seminole County",2018,164,49,29.8780487804878
"OK","Sequoyah County",2018,145,11,7.58620689655172
"OK","Stephens County",2018,181,20,11.0497237569061
"OK","Texas County",2018,61,9,14.7540983606557
"OK","Tillman County",2018,89,31,34.8314606741573
"OK","Tulsa County",2018,1611,438,27.1880819366853
"OK","Wagoner County",2018,101,15,14.8514851485149
"OK","Washington County",2018,203,20,9.85221674876847
"OK","Washita County",2018,55,2.68,4.87272727272727
"OK","Woods County",2018,20,3,15
"OK","Woodward County",2018,104,3.5,3.36538461538462
"OR","Baker County",2018,36,1,2.77777777777778
"OR","Benton County",2018,34,1,2.94117647058824
"OR","Clackamas County",2018,468,38,8.11965811965812
"OR","Clatsop County",2018,64,1.07,1.671875
"OR","Columbia County",2018,99,4,4.04040404040404
"OR","Coos County",2018,84,2,2.38095238095238
"OR","Crook County",2018,15,0,0
"OR","Curry County",2018,35,2,5.71428571428571
"OR","Deschutes County",2018,226,7,3.09734513274336
"OR","Douglas County",2018,217,2,0.921658986175115
"OR","Gilliam County",2018,4.64,0.06,1.29310344827586
"OR","Grant County",2018,16.07,0.85,5.28935905413814
"OR","Harney County",2018,16,0,0
"OR","Hood River County",2018,66.46,0.91,1.36924465844117
"OR","Jackson County",2018,234,4,1.70940170940171
"OR","Jefferson County",2018,96,1,1.04166666666667
"OR","Josephine County",2018,112,5,4.46428571428571
"OR","Klamath County",2018,121,6,4.95867768595041
"OR","Lake County",2018,9,0,0
"OR","Lane County",2018,367,22,5.99455040871935
"OR","Lincoln County",2018,161,11,6.83229813664596
"OR","Linn County",2018,173,4,2.3121387283237
"OR","Malheur County",2018,86,2,2.32558139534884
"OR","Marion County",2018,383,21,5.48302872062663
"OR","Morrow County",2018,18.09,0.37,2.04532891100055
"OR","Multnomah County",2018,1088,291,26.7463235294118
"OR","Polk County",2018,139,0,0
"OR","Sherman County",2018,4.39,0.06,1.36674259681093
"OR","Tillamook County",2018,98,34,34.6938775510204
"OR","Umatilla County",2018,128.91,2.63,2.04018307346211
"OR","Union County",2018,37,1.06,2.86486486486486
"OR","Wallowa County",2018,NA,NA,NA
"OR","Wasco County",2018,70.52,0.97,1.37549631310267
"OR","Washington County",2018,594,36,6.06060606060606
"OR","Wheeler County",2018,2.93,0.15,5.11945392491468
"OR","Yamhill County",2018,189,5,2.64550264550265
"PA","Adams County",2018,315,48,15.2380952380952
"PA","Allegheny County",2018,2896,1671,57.7002762430939
"PA","Armstrong County",2018,148,12,8.10810810810811
"PA","Beaver County",2018,318,131,41.1949685534591
"PA","Bedford County",2018,142,9,6.33802816901408
"PA","Berks County",2018,1053,229,21.7473884140551
"PA","Blair County",2018,314,41,13.0573248407643
"PA","Bradford County",2018,172,10,5.81395348837209
"PA","Bucks County",2018,1078,280,25.974025974026
"PA","Butler County",2018,318,76,23.8993710691824
"PA","Cambria County",2018,490,147,30
"PA","Cameron County",2018,NA,NA,NA
"PA","Carbon County",2018,226,11,4.86725663716814
"PA","Centre County",2018,262,36,13.7404580152672
"PA","Chester County",2018,841,315,37.4554102259215
"PA","Clarion County",2018,91,9,9.89010989010989
"PA","Clearfield County",2018,149,5,3.35570469798658
"PA","Clinton County",2018,242,53,21.900826446281
"PA","Columbia County",2018,211.11,27.54,13.0453318175359
"PA","Crawford County",2018,226,32,14.1592920353982
"PA","Cumberland County",2018,410,78,19.0243902439024
"PA","Dauphin County",2018,1289,688,53.3747090768037
"PA","Delaware County",2018,3675,1766,48.0544217687075
